Customer_Name,Revenue,Customer_Rank
"Anthony O'Donnell",161.28,771
"Pete Takahito",160.572,772
"Dianna Arnett",156.76,773
"Michael Oakman",154.288,774
"Greg Hansen",146.94080000000002,775
"Phillip Breyer",132.738,776
"Bobby Odegard",130.83,777
"Ed Ludwig",124.28,778
"Clay Cheatham",113.832,779
"Roland Murray",98.35,780
"Karen Seio",88.47200000000001,781
"Anemone Ratner",88.15,782
"Fred Wasserman",79.75,783
"Jasper Cacioppo",71.26299999999999,784
"Adrian Shami",58.82,785
"Larry Blacks",50.188,786
"Ricardo Emerson",48.36,787
"Susan Gilcrest",47.946,788
"Roy Skaria",22.328,789
"Mitch Gastineau",16.739,790
"Carl Jackson",16.52,791
"Lela Donovan",5.304,792
"Thais Sissman",4.833,793
